old_code,old_category_path,new_code,new_category_path,similarity_score,match_status
18280000,쥬얼리/시계/선글라스 > 랩다이아몬드/모이사나이트,6222628,쥬얼리/시계/선글라스 > 랩다이아몬드/모이사나이트 >,94.64%,high_confidence
48040000,게임기/타이틀 > PSvita/PSP본체,6230329,게임기/타이틀 > PSvita/PSP본체 >,94.13%,high_confidence
48060000,게임기/타이틀 > XBOX360키넥트,6230343,게임기/타이틀 > XBOX360키넥트 >,93.14%,high_confidence
55020000,꽃/원예/팬시/선물 > 꽃/원예/팬시기타,6235406,꽃/원예/팬시/선물 > 꽃/원예/팬시기타 >,92.63%,high_confidence
29130000,스포츠의류/트레이닝 > 웨이크보드복/슈트,6225140,스포츠의류/트레이닝 > 웨이크보드복/슈트 >,92.63%,high_confidence
36280000,음료/과자/가공식품 > 시럽/조청/잼/꿀,6226921,음료/과자/가공식품 > 시럽/조청/잼/꿀 >,92.63%,high_confidence
53240000,휴대폰/스마트폰 > 휴대폰DMB수신기,6233845,휴대폰/스마트폰 > 휴대폰DMB수신기 >,92.55%,high_confidence
52140000,저장장치/메모리 > 저장장치 주변기기,6232992,저장장치/메모리 > 저장장치 주변기기 >,92.55%,high_confidence
48030000,게임기/타이틀 > PS3/PS2본체,6230321,게임기/타이틀 > PS3/PS2본체 >,92.50%,high_confidence
35101100,쌀/과일/농수축산물 > 닭고기 > 닭다리,6226219,쌀/과일/농수축산물 > 닭고기 >  닭다리,90.98%,high_confidence
24420000,주방/생활/이미용가전 > 가스레인지후드,6224086,주방/생활/이미용가전 > 가스레인지후드 >,90.97%,high_confidence
23290000,TV/냉장고/세탁기 > 사이니지 TV,6223762,TV/냉장고/세탁기 > 사이니지 TV >,90.92%,high_confidence
36270000,음료/과자/가공식품 > 냉장/냉동식품,6226917,음료/과자/가공식품 > 냉장/냉동식품 >,90.92%,high_confidence
19010000,국내/해외화장품 > 국내화장품기타,6222634,국내/해외화장품 > 국내화장품기타 >,90.82%,high_confidence
19080000,국내/해외화장품 > 베이스스킨케어,6222710,국내/해외화장품 > 베이스스킨케어 >,90.82%,high_confidence
49290000,미러리스/DSLR/디카 > XQD메모리,6230716,미러리스/DSLR/디카 > XQD메모리 >,89.81%,high_confidence
51130000,태블릿/MP3/이어폰 > MD플레이어,6232280,태블릿/MP3/이어폰 > MD플레이어 >,89.76%,high_confidence
18250000,쥬얼리/시계/선글라스 > 유아동주얼리,6222600,쥬얼리/시계/선글라스 > 유아동주얼리 >,89.76%,high_confidence
23280000,TV/냉장고/세탁기 > OLEDTV,6223761,TV/냉장고/세탁기 > OLEDTV >,89.71%,high_confidence
23270000,TV/냉장고/세탁기 > QLEDTV,6223760,TV/냉장고/세탁기 > QLEDTV >,89.71%,high_confidence
58010000,백화점/제화상품권 > 게임할인쿠폰,6236133,백화점/제화상품권 > 게임할인쿠폰 >,89.66%,high_confidence
58060000,백화점/제화상품권 > 삼성홈플러스,6236191,백화점/제화상품권 > 삼성홈플러스 >,89.66%,high_confidence
26170000,주방용품/수입주방 > 주방수납용품,6224567,주방용품/수입주방 > 주방수납용품 >,89.66%,high_confidence
11030000,남성의류 > 남성의류기타,6221166,남성의류 > 남성의류기타 >,89.29%,high_confidence
100300,여성의류 > 데님/청바지,6220806,여성의류 > 데님/청바지 >,89.29%,high_confidence
18180000,쥬얼리/시계/선글라스 > 쥬얼리기타,6222552,쥬얼리/시계/선글라스 > 쥬얼리기타 >,88.17%,high_confidence
45090000,공구/포장재/안전용품 > 보험잔존물,6229476,공구/포장재/안전용품 > 보험잔존물 >,88.17%,high_confidence
23260000,TV/냉장고/세탁기 > 세탁기부품,6223759,TV/냉장고/세탁기 > 세탁기부품 >,88.11%,high_confidence
39300000,자전거/헬스/스포츠 > 스키/보드,6227876,자전거/헬스/스포츠 > 스키/보드 >,88.11%,high_confidence
55140000,꽃/원예/팬시/선물 > 케이크배달,6235815,꽃/원예/팬시/선물 > 케이크배달 >,88.11%,high_confidence
48050000,게임기/타이틀 > Wii본체,6230336,게임기/타이틀 > Wii본체 >,87.92%,high_confidence
60020000,e콘텐츠몰 > MP3다운,6236940,e콘텐츠몰 > MP3다운 >,87.74%,high_confidence
31160000,등산/캠핑/낚시/보드 > 캠핑용품,6225592,등산/캠핑/낚시/보드 > 캠핑용품 >,85.95%,high_confidence
25310000,냉난방/청정/제습가전 > 계절가전,6224312,냉난방/청정/제습가전 > 계절가전 >,85.95%,high_confidence
35270000,쌀/과일/농수축산물 > 기타육류,6226454,쌀/과일/농수축산물 > 기타육류 >,85.89%,high_confidence
12100000,구두/여성화/남성화 > 신발기타,6221425,구두/여성화/남성화 > 신발기타 >,85.89%,high_confidence
37220000,건강식품/다이어트 > 크릴오일,6227100,건강식품/다이어트 > 크릴오일 >,85.82%,high_confidence
61060000,도서/음반/DVD > 대량주문,6237641,도서/음반/DVD > 대량주문 >,85.82%,high_confidence
13080000,운동화/스니커즈 > 슈즈커버,6221543,운동화/스니커즈 > 슈즈커버 >,85.75%,high_confidence
48010000,게임기/타이틀 > DS본체,6230298,게임기/타이틀 > DS본체 >,85.67%,high_confidence
18290000,쥬얼리/시계/선글라스 > 피어싱,6222630,쥬얼리/시계/선글라스 > 피어싱 >,82.64%,high_confidence
25260000,냉난방/청정/제습가전 > 돈풍기,6224299,냉난방/청정/제습가전 > 돈풍기 >,82.64%,high_confidence
37230000,건강식품/다이어트 > 유산균,6227101,건강식품/다이어트 > 유산균 >,82.50%,high_confidence
46021402,노트북/데스크탑 > 노트북 > 한성 > 38cm이상,6229779,노트북/데스크탑 > 노트북 > 한성 > 38cm이상,100.00%,high_confidence
46021200,노트북/데스크탑 > 노트북 > 소니 > 30cm이하,6229765,노트북/데스크탑 > 노트북 > 소니 > 30cm이하,100.00%,high_confidence
46021201,노트북/데스크탑 > 노트북 > 소니 > 33cm~38cm,6229766,노트북/데스크탑 > 노트북 > 소니 > 33cm~38cm,100.00%,high_confidence
46021202,노트북/데스크탑 > 노트북 > 소니 > 38cm이상,6229767,노트북/데스크탑 > 노트북 > 소니 > 38cm이상,100.00%,high_confidence
47020401,모니터/프린터/잉크 > LCD TV모니터 > 60cm > 기타브랜드,6230045,모니터/프린터/잉크 > LCD TV모니터 > 60cm > 기타브랜드,100.00%,high_confidence
46021300,노트북/데스크탑 > 노트북 > 애플 > 30cm이하,6229768,노트북/데스크탑 > 노트북 > 애플 > 30cm이하,100.00%,high_confidence
46021301,노트북/데스크탑 > 노트북 > 애플 > 33cm~38cm,6229769,노트북/데스크탑 > 노트북 > 애플 > 33cm~38cm,100.00%,high_confidence
46021302,노트북/데스크탑 > 노트북 > 애플 > 38cm이상,6229770,노트북/데스크탑 > 노트북 > 애플 > 38cm이상,100.00%,high_confidence
46021401,노트북/데스크탑 > 노트북 > 한성 > 33cm~38cm,6229778,노트북/데스크탑 > 노트북 > 한성 > 33cm~38cm,100.00%,high_confidence
46021308,노트북/데스크탑 > 노트북 > 애플 > 셀러론,6229776,노트북/데스크탑 > 노트북 > 애플 > 셀러론,100.00%,high_confidence
46021303,노트북/데스크탑 > 노트북 > 애플 > 코어 i3,6229771,노트북/데스크탑 > 노트북 > 애플 > 코어 i3,100.00%,high_confidence
46021108,노트북/데스크탑 > 노트북 > 삼성전자 > 셀러론,6229763,노트북/데스크탑 > 노트북 > 삼성전자 > 셀러론,100.00%,high_confidence
46021304,노트북/데스크탑 > 노트북 > 애플 > 코어 i5,6229772,노트북/데스크탑 > 노트북 > 애플 > 코어 i5,100.00%,high_confidence
46021305,노트북/데스크탑 > 노트북 > 애플 > 코어 i7,6229773,노트북/데스크탑 > 노트북 > 애플 > 코어 i7,100.00%,high_confidence
46021400,노트북/데스크탑 > 노트북 > 한성 > 30cm 이하,6229777,노트북/데스크탑 > 노트북 > 한성 > 30cm 이하,100.00%,high_confidence
46021306,노트북/데스크탑 > 노트북 > 애플 > 코어 i9,6229774,노트북/데스크탑 > 노트북 > 애플 > 코어 i9,100.00%,high_confidence
46021307,노트북/데스크탑 > 노트북 > 애플 > 펜티엄,6229775,노트북/데스크탑 > 노트북 > 애플 > 펜티엄,100.00%,high_confidence
46021109,노트북/데스크탑 > 노트북 > 삼성전자 > AMD,6229764,노트북/데스크탑 > 노트북 > 삼성전자 > AMD,100.00%,high_confidence
46021101,노트북/데스크탑 > 노트북 > 삼성전자 > 33cm~38cm,6229756,노트북/데스크탑 > 노트북 > 삼성전자 > 33cm~38cm,100.00%,high_confidence
46021107,노트북/데스크탑 > 노트북 > 삼성전자 > 펜티엄,6229762,노트북/데스크탑 > 노트북 > 삼성전자 > 펜티엄,100.00%,high_confidence
46021106,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i9,6229761,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i9,100.00%,high_confidence
46020906,노트북/데스크탑 > 노트북 > 레노버 > 코어 i9,6229742,노트북/데스크탑 > 노트북 > 레노버 > 코어 i9,100.00%,high_confidence
46020907,노트북/데스크탑 > 노트북 > 레노버 > 펜티엄,6229743,노트북/데스크탑 > 노트북 > 레노버 > 펜티엄,100.00%,high_confidence
46020908,노트북/데스크탑 > 노트북 > 레노버 > 셀러론,6229744,노트북/데스크탑 > 노트북 > 레노버 > 셀러론,100.00%,high_confidence
46020909,노트북/데스크탑 > 노트북 > 레노버 > AMD,6229745,노트북/데스크탑 > 노트북 > 레노버 > AMD,100.00%,high_confidence
46021000,노트북/데스크탑 > 노트북 > 브랜드기타 > 30cm이하,6229746,노트북/데스크탑 > 노트북 > 브랜드기타 > 30cm이하,100.00%,high_confidence
46021001,노트북/데스크탑 > 노트북 > 브랜드기타 > 33cm~38cm,6229747,노트북/데스크탑 > 노트북 > 브랜드기타 > 33cm~38cm,100.00%,high_confidence
46021002,노트북/데스크탑 > 노트북 > 브랜드기타 > 38cm이상,6229748,노트북/데스크탑 > 노트북 > 브랜드기타 > 38cm이상,100.00%,high_confidence
46021003,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i3,6229749,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i3,100.00%,high_confidence
46021004,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i5,6229750,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i5,100.00%,high_confidence
46021005,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i7,6229751,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i7,100.00%,high_confidence
46021006,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i9,6229752,노트북/데스크탑 > 노트북 > 브랜드기타 > 코어 i9,100.00%,high_confidence
46021007,노트북/데스크탑 > 노트북 > 브랜드기타 > 펜티엄,6229753,노트북/데스크탑 > 노트북 > 브랜드기타 > 펜티엄,100.00%,high_confidence
46021008,노트북/데스크탑 > 노트북 > 브랜드기타 > AMD,6229754,노트북/데스크탑 > 노트북 > 브랜드기타 > AMD,100.00%,high_confidence
46021100,노트북/데스크탑 > 노트북 > 삼성전자 > 30cm이하,6229755,노트북/데스크탑 > 노트북 > 삼성전자 > 30cm이하,100.00%,high_confidence
46021403,노트북/데스크탑 > 노트북 > 한성 > 코어 i5,6229780,노트북/데스크탑 > 노트북 > 한성 > 코어 i5,100.00%,high_confidence
46021102,노트북/데스크탑 > 노트북 > 삼성전자 > 38cm이상,6229757,노트북/데스크탑 > 노트북 > 삼성전자 > 38cm이상,100.00%,high_confidence
46021103,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i3,6229758,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i3,100.00%,high_confidence
46021104,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i5,6229759,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i5,100.00%,high_confidence
46021105,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i7,6229760,노트북/데스크탑 > 노트북 > 삼성전자 > 코어 i7,100.00%,high_confidence
47020400,모니터/프린터/잉크 > LCD TV모니터 > 60cm > LG전자,6230044,모니터/프린터/잉크 > LCD TV모니터 > 60cm > LG전자,100.00%,high_confidence
46021500,노트북/데스크탑 > 노트북 > 기가바이트 > AMD,6229785,노트북/데스크탑 > 노트북 > 기가바이트 > AMD,100.00%,high_confidence
46021404,노트북/데스크탑 > 노트북 > 한성 > 코어 i7,6229781,노트북/데스크탑 > 노트북 > 한성 > 코어 i7,100.00%,high_confidence
46030301,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 27cm~32cm,6229815,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 27cm~32cm,100.00%,high_confidence
46030100,노트북/데스크탑 > 노트북가방 > 배낭형 > 25cm이하,6229806,노트북/데스크탑 > 노트북가방 > 배낭형 > 25cm이하,100.00%,high_confidence
46030101,노트북/데스크탑 > 노트북가방 > 배낭형 > 27cm~32cm,6229807,노트북/데스크탑 > 노트북가방 > 배낭형 > 27cm~32cm,100.00%,high_confidence
46030102,노트북/데스크탑 > 노트북가방 > 배낭형 > 33cm~38cm,6229808,노트북/데스크탑 > 노트북가방 > 배낭형 > 33cm~38cm,100.00%,high_confidence
46030103,노트북/데스크탑 > 노트북가방 > 배낭형 > 38cm이상,6229809,노트북/데스크탑 > 노트북가방 > 배낭형 > 38cm이상,100.00%,high_confidence
46030200,노트북/데스크탑 > 노트북가방 > 파우치형 > 25cm이하,6229810,노트북/데스크탑 > 노트북가방 > 파우치형 > 25cm이하,100.00%,high_confidence
46030201,노트북/데스크탑 > 노트북가방 > 파우치형 > 27cm~32cm,6229811,노트북/데스크탑 > 노트북가방 > 파우치형 > 27cm~32cm,100.00%,high_confidence
46030202,노트북/데스크탑 > 노트북가방 > 파우치형 > 33cm~38cm,6229812,노트북/데스크탑 > 노트북가방 > 파우치형 > 33cm~38cm,100.00%,high_confidence
47020300,모니터/프린터/잉크 > LCD TV모니터 > 58cm > LG전자,6230041,모니터/프린터/잉크 > LCD TV모니터 > 58cm > LG전자,100.00%,high_confidence
46030203,노트북/데스크탑 > 노트북가방 > 파우치형 > 38cm이상,6229813,노트북/데스크탑 > 노트북가방 > 파우치형 > 38cm이상,100.00%,high_confidence
46030300,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 25cm이하,6229814,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 25cm이하,100.00%,high_confidence
47020202,모니터/프린터/잉크 > LCD TV모니터 > 55cm > 삼성전자,6230040,모니터/프린터/잉크 > LCD TV모니터 > 55cm > 삼성전자,100.00%,high_confidence
46021405,노트북/데스크탑 > 노트북 > 한성 > 코어 i9,6229782,노트북/데스크탑 > 노트북 > 한성 > 코어 i9,100.00%,high_confidence
46030302,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 33cm~38cm,6229816,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 33cm~38cm,100.00%,high_confidence
46030303,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 38cm이상,6229817,노트북/데스크탑 > 노트북가방 > 핸디/숄더형 > 38cm이상,100.00%,high_confidence
46040100,노트북/데스크탑 > 노트북거치대 > 도킹거치대,6229818,노트북/데스크탑 > 노트북거치대 > 도킹거치대,100.00%,high_confidence
46040200,노트북/데스크탑 > 노트북거치대 > 일반거치대,6229819,노트북/데스크탑 > 노트북거치대 > 일반거치대,100.00%,high_confidence
46040300,노트북/데스크탑 > 노트북거치대 > 쿨링거치대,6229820,노트북/데스크탑 > 노트북거치대 > 쿨링거치대,100.00%,high_confidence
46050100,노트북/데스크탑 > 노트북배터리 > DELL/ACER/도시바,6229821,노트북/데스크탑 > 노트북배터리 > DELL/ACER/도시바,100.00%,high_confidence
46050200,노트북/데스크탑 > 노트북배터리 > HP,6229822,노트북/데스크탑 > 노트북배터리 > HP,100.00%,high_confidence
46050300,노트북/데스크탑 > 노트북배터리 > LG,6229823,노트북/데스크탑 > 노트북배터리 > LG,100.00%,high_confidence
46050400,노트북/데스크탑 > 노트북배터리 > 기타,6229824,노트북/데스크탑 > 노트북배터리 > 기타,100.00%,high_confidence
46050500,노트북/데스크탑 > 노트북배터리 > 레노버/ASUS/소니,6229825,노트북/데스크탑 > 노트북배터리 > 레노버/ASUS/소니,100.00%,high_confidence
46021706,노트북/데스크탑 > 노트북 > 주연테크 > AMD,6229805,노트북/데스크탑 > 노트북 > 주연테크 > AMD,100.00%,high_confidence
46021705,노트북/데스크탑 > 노트북 > 주연테크 > 셀러론,6229804,노트북/데스크탑 > 노트북 > 주연테크 > 셀러론,100.00%,high_confidence
46021704,노트북/데스크탑 > 노트북 > 주연테크 > 펜티엄,6229803,노트북/데스크탑 > 노트북 > 주연테크 > 펜티엄,100.00%,high_confidence
46021703,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i9,6229802,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i9,100.00%,high_confidence
46021406,노트북/데스크탑 > 노트북 > 한성 > AMD,6229783,노트북/데스크탑 > 노트북 > 한성 > AMD,100.00%,high_confidence
46021407,노트북/데스크탑 > 노트북 > 한성 > 기타,6229784,노트북/데스크탑 > 노트북 > 한성 > 기타,100.00%,high_confidence
46020904,노트북/데스크탑 > 노트북 > 레노버 > 코어 i5,6229740,노트북/데스크탑 > 노트북 > 레노버 > 코어 i5,100.00%,high_confidence
46021501,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i3,6229786,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i3,100.00%,high_confidence
47020302,모니터/프린터/잉크 > LCD TV모니터 > 58cm > 삼성전자,6230043,모니터/프린터/잉크 > LCD TV모니터 > 58cm > 삼성전자,100.00%,high_confidence
46021502,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i5,6229787,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i5,100.00%,high_confidence
46021503,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i7,6229788,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i7,100.00%,high_confidence
46021504,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i9,6229789,노트북/데스크탑 > 노트북 > 기가바이트 > 코어 i9,100.00%,high_confidence
46021505,노트북/데스크탑 > 노트북 > 기가바이트 > 셀러론,6229790,노트북/데스크탑 > 노트북 > 기가바이트 > 셀러론,100.00%,high_confidence
46021506,노트북/데스크탑 > 노트북 > 기가바이트 > 기타,6229791,노트북/데스크탑 > 노트북 > 기가바이트 > 기타,100.00%,high_confidence
46021600,노트북/데스크탑 > 노트북 > Microsoft > 코어 i3,6229792,노트북/데스크탑 > 노트북 > Microsoft > 코어 i3,100.00%,high_confidence
46021601,노트북/데스크탑 > 노트북 > Microsoft > 코어 i5,6229793,노트북/데스크탑 > 노트북 > Microsoft > 코어 i5,100.00%,high_confidence
46021602,노트북/데스크탑 > 노트북 > Microsoft > 코어 i7,6229794,노트북/데스크탑 > 노트북 > Microsoft > 코어 i7,100.00%,high_confidence
46021603,노트북/데스크탑 > 노트북 > Microsoft > 코어 i9,6229795,노트북/데스크탑 > 노트북 > Microsoft > 코어 i9,100.00%,high_confidence
46021604,노트북/데스크탑 > 노트북 > Microsoft > 펜티엄,6229796,노트북/데스크탑 > 노트북 > Microsoft > 펜티엄,100.00%,high_confidence
46021605,노트북/데스크탑 > 노트북 > Microsoft > 셀러론,6229797,노트북/데스크탑 > 노트북 > Microsoft > 셀러론,100.00%,high_confidence
46021606,노트북/데스크탑 > 노트북 > Microsoft > AMD,6229798,노트북/데스크탑 > 노트북 > Microsoft > AMD,100.00%,high_confidence
47020301,모니터/프린터/잉크 > LCD TV모니터 > 58cm > 기타브랜드,6230042,모니터/프린터/잉크 > LCD TV모니터 > 58cm > 기타브랜드,100.00%,high_confidence
46021700,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i3,6229799,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i3,100.00%,high_confidence
46021701,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i5,6229800,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i5,100.00%,high_confidence
46021702,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i7,6229801,노트북/데스크탑 > 노트북 > 주연테크 > 코어 i7,100.00%,high_confidence
46020905,노트북/데스크탑 > 노트북 > 레노버 > 코어 i7,6229741,노트북/데스크탑 > 노트북 > 레노버 > 코어 i7,100.00%,high_confidence
47010100,모니터/프린터/잉크 > 3D모니터 > 58cm이하 > LG전자,6230029,모니터/프린터/잉크 > 3D모니터 > 58cm이하 > LG전자,100.00%,high_confidence
46020903,노트북/데스크탑 > 노트북 > 레노버 > 코어 i3,6229739,노트북/데스크탑 > 노트북 > 레노버 > 코어 i3,100.00%,high_confidence
46020105,노트북/데스크탑 > 노트북 > ACER > 펜티엄,6229681,노트북/데스크탑 > 노트북 > ACER > 펜티엄,100.00%,high_confidence
46010100,노트북/데스크탑 > PC서버 > DELL,6229671,노트북/데스크탑 > PC서버 > DELL,100.00%,high_confidence
46010200,노트북/데스크탑 > PC서버 > HP,6229672,노트북/데스크탑 > PC서버 > HP,100.00%,high_confidence
46010300,노트북/데스크탑 > PC서버 > IBM,6229673,노트북/데스크탑 > PC서버 > IBM,100.00%,high_confidence
46010400,노트북/데스크탑 > PC서버 > 기타,6229674,노트북/데스크탑 > PC서버 > 기타,100.00%,high_confidence
46010500,노트북/데스크탑 > PC서버 > 코어,6229675,노트북/데스크탑 > PC서버 > 코어,100.00%,high_confidence
46020100,노트북/데스크탑 > 노트북 > ACER,6229676,노트북/데스크탑 > 노트북 > ACER,100.00%,high_confidence
46020101,노트북/데스크탑 > 노트북 > ACER > 코어 i3,6229677,노트북/데스크탑 > 노트북 > ACER > 코어 i3,100.00%,high_confidence
46020102,노트북/데스크탑 > 노트북 > ACER > 코어 i5,6229678,노트북/데스크탑 > 노트북 > ACER > 코어 i5,100.00%,high_confidence
46020103,노트북/데스크탑 > 노트북 > ACER > 코어 i7,6229679,노트북/데스크탑 > 노트북 > ACER > 코어 i7,100.00%,high_confidence
46020104,노트북/데스크탑 > 노트북 > ACER > 코어 i9,6229680,노트북/데스크탑 > 노트북 > ACER > 코어 i9,100.00%,high_confidence
46020106,노트북/데스크탑 > 노트북 > ACER > 셀러론,6229682,노트북/데스크탑 > 노트북 > ACER > 셀러론,100.00%,high_confidence
46020902,노트북/데스크탑 > 노트북 > 레노버 > 38cm이상,6229738,노트북/데스크탑 > 노트북 > 레노버 > 38cm이상,100.00%,high_confidence
46020107,노트북/데스크탑 > 노트북 > ACER > AMD,6229683,노트북/데스크탑 > 노트북 > ACER > AMD,100.00%,high_confidence
46020200,노트북/데스크탑 > 노트북 > ASUS > 30cm이하,6229684,노트북/데스크탑 > 노트북 > ASUS > 30cm이하,100.00%,high_confidence
46020201,노트북/데스크탑 > 노트북 > ASUS > 33cm~38cm,6229685,노트북/데스크탑 > 노트북 > ASUS > 33cm~38cm,100.00%,high_confidence
46020202,노트북/데스크탑 > 노트북 > ASUS > 38cm이상,6229686,노트북/데스크탑 > 노트북 > ASUS > 38cm이상,100.00%,high_confidence
46020203,노트북/데스크탑 > 노트북 > ASUS > 코어 i3,6229687,노트북/데스크탑 > 노트북 > ASUS > 코어 i3,100.00%,high_confidence
46020204,노트북/데스크탑 > 노트북 > ASUS > 코어 i5,6229688,노트북/데스크탑 > 노트북 > ASUS > 코어 i5,100.00%,high_confidence
46020205,노트북/데스크탑 > 노트북 > ASUS > 코어 i7,6229689,노트북/데스크탑 > 노트북 > ASUS > 코어 i7,100.00%,high_confidence
46020206,노트북/데스크탑 > 노트북 > ASUS > 코어 i9,6229690,노트북/데스크탑 > 노트북 > ASUS > 코어 i9,100.00%,high_confidence
47020502,모니터/프린터/잉크 > LCD TV모니터 > 66cm이상 > 삼성전자,6230049,모니터/프린터/잉크 > LCD TV모니터 > 66cm이상 > 삼성전자,100.00%,high_confidence
46020207,노트북/데스크탑 > 노트북 > ASUS > 펜티엄,6229691,노트북/데스크탑 > 노트북 > ASUS > 펜티엄,100.00%,high_confidence
45220203,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 기타 태양광부품,6229669,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 기타 태양광부품,100.00%,high_confidence
45220202,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 충전기/발전기,6229668,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 충전기/발전기,100.00%,high_confidence
45220201,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 태양광배터리,6229667,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 태양광배터리,100.00%,high_confidence
45220200,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 패널/집열판,6229666,공구/포장재/안전용품 > 소형기계 > 태양에너지 > 패널/집열판,100.00%,high_confidence
45201400,공구/포장재/안전용품 > 측정공구 > 염도계,6229648,공구/포장재/안전용품 > 측정공구 > 염도계,100.00%,high_confidence
45201500,공구/포장재/안전용품 > 측정공구 > 버니어 디지털 캘리퍼,6229649,공구/포장재/안전용품 > 측정공구 > 버니어 디지털 캘리퍼,100.00%,high_confidence
45201600,공구/포장재/안전용품 > 측정공구 > 금속탐지기,6229650,공구/포장재/안전용품 > 측정공구 > 금속탐지기,100.00%,high_confidence
45210100,공구/포장재/안전용품 > 페인트/용품 > 수성페인트,6229651,공구/포장재/안전용품 > 페인트/용품 > 수성페인트,100.00%,high_confidence
45210200,공구/포장재/안전용품 > 페인트/용품 > 스프레이페인트,6229652,공구/포장재/안전용품 > 페인트/용품 > 스프레이페인트,100.00%,high_confidence
45210300,공구/포장재/안전용품 > 페인트/용품 > 에폭시/우레탄 > 에폭시,6229653,공구/포장재/안전용품 > 페인트/용품 > 에폭시/우레탄 > 에폭시,100.00%,high_confidence
45210301,공구/포장재/안전용품 > 페인트/용품 > 에폭시/우레탄 > 우레탄,6229654,공구/포장재/안전용품 > 페인트/용품 > 에폭시/우레탄 > 우레탄,100.00%,high_confidence
45210400,공구/포장재/안전용품 > 페인트/용품 > 유성페인트,6229655,공구/포장재/안전용품 > 페인트/용품 > 유성페인트,100.00%,high_confidence
45210500,공구/포장재/안전용품 > 페인트/용품 > 페인트/용품기타,6229656,공구/포장재/안전용품 > 페인트/용품 > 페인트/용품기타,100.00%,high_confidence
45210600,공구/포장재/안전용품 > 페인트/용품 > 페인트용품,6229657,공구/포장재/안전용품 > 페인트/용품 > 페인트용품,100.00%,high_confidence
45210700,공구/포장재/안전용품 > 페인트/용품 > 방수제,6229658,공구/포장재/안전용품 > 페인트/용품 > 방수제,100.00%,high_confidence
45210800,공구/포장재/안전용품 > 페인트/용품 > 붓,6229659,공구/포장재/안전용품 > 페인트/용품 > 붓,100.00%,high_confidence
45211100,공구/포장재/안전용품 > 페인트/용품 > 스테인,6229660,공구/포장재/안전용품 > 페인트/용품 > 스테인,100.00%,high_confidence
45211200,공구/포장재/안전용품 > 페인트/용품 > 바니시,6229661,공구/포장재/안전용품 > 페인트/용품 > 바니시,100.00%,high_confidence
47030102,모니터/프린터/잉크 > LCD모니터 > 48cm 이하 > MOTV,6230052,모니터/프린터/잉크 > LCD모니터 > 48cm 이하 > MOTV,100.00%,high_confidence
47030101,모니터/프린터/잉크 > LCD모니터 > 48cm 이하 > LG전자,6230051,모니터/프린터/잉크 > LCD모니터 > 48cm 이하 > LG전자,100.00%,high_confidence
47030100,모니터/프린터/잉크 > LCD모니터 > 48cm 이하 > HP,6230050,모니터/프린터/잉크 > LCD모니터 > 48cm 이하 > HP,100.00%,high_confidence
45211300,공구/포장재/안전용품 > 페인트/용품 > 젯소,6229662,공구/포장재/안전용품 > 페인트/용품 > 젯소,100.00%,high_confidence
45211400,공구/포장재/안전용품 > 페인트/용품 > 친환경페인트,6229663,공구/포장재/안전용품 > 페인트/용품 > 친환경페인트,100.00%,high_confidence
